"Month (7,8)",Year,Abdomen Species ID,SampleName,Legs,PoolName,InternalNum
July,2021,p,5.MP1.20,4,PJ21.MP1,1
July,2021,p,6.MP1.20,5,PJ21.MP1,1
July,2021,p,8.MP1.20,4,PJ21.MP1,1
July,2021,p,2.MP1.21,3,PJ21.MP1,1
July,2021,p,3.MP1.21,5,PJ21.MP1,1
July,2021,p,4.MP1.21,3,PJ21.MP1,1
July,2021,p,5.MP1.21,4,PJ21.MP1,2
July,2021,p,6.MP1.21,5,PJ21.MP1,2
July,2021,p,7.MP1.21,4,PJ21.MP1,2
July,2021,p,2.MP1.21*,6,PJ21.MP1,2
July,2021,p,3.MP1.21*,4,PJ21.MP1,2
July,2021,p,4.MP1.21*,5,PJ21.MP1,2
July,2021,p,5.MP1.21*,4,PJ21.MP1,2
July,2021,p,6.MP1.21*,3,PJ21.MP1,2
July,2021,p,7.MP1.21*,6,PJ21.MP1,2
July,2021,p,1.PR2.20,4,PJ21.PR2,2
July,2021,p,2.PR2.20,5,PJ21.PR2,2
July,2021,p,4.PR2.20,4,PJ21.PR2,2
July,2021,p,6.PR2.20,3,PJ21.PR2,2
July,2021,p,1.PR2.21,4,PJ21.PR2,2
July,2021,p,2.PR2.21,6,PJ21.PR2,2
July,2021,p,3.PR2.21,5,PJ21.PR2,2
July,2021,p,4.PR2.21,4,PJ21.PR2,2
July,2021,p,5.PR2.21,4,PJ21.PR2,2
July,2021,p,6.PR2.21,4,PJ21.PR2,2
July,2021,p,1.PR2.21*,3,PJ21.PR2,3
July,2021,p,4.PR2.21*,4,PJ21.PR2,3
July,2021,p,5.PR2.21*,6,PJ21.PR2,3
July,2021,p,6.PR2.21*,3,PJ21.PR2,3
July,2021,p,2.DP3.20,4,PJ21.DP3,2
July,2021,p,5.DP3.20,5,PJ21.DP3,2
July,2021,p,6.DP3.20,6,PJ21.DP3,2
July,2021,p,7.DP3.20,5,PJ21.DP3,2
July,2021,p,8.DP3.20,6,PJ21.DP3,2
July,2021,p,1.DP3.21,5,PJ21.DP3,2
July,2021,p,2.DP3.21,5,PJ21.DP3,2
July,2021,p,4.DP3.21,4,PJ21.DP3,2
July,2021,p,5.DP3.21,6,PJ21.DP3,2
July,2021,p,6.DP3.21,3,PJ21.DP3,2
July,2021,p,3.DP3.22,,PJ21.DP3,
July,2021,p,5.DP3.22,,PJ21.DP3,
July,2021,p,6.DP3.22,,PJ21.DP3,
July,2021,p,7.DP3.22,,PJ21.DP3,
July,2021,p,1.PH1.20,4,PJ21.PH1,1
July,2021,p,2.PH1.20,5,PJ21.PH1,1
July,2021,p,3.PH1.20,6,PJ21.PH1,1
July,2021,p,4.PH1.20,4,PJ21.PH1,1
July,2021,p,5.PH1.20,4,PJ21.PH1,1
July,2021,p,6.PH1.20,4,PJ21.PH1,1
July,2021,p,1.PH1.21,3,PJ21.PH1,1
July,2021,p,2.PH1.21,5,PJ21.PH1,1
July,2021,p,3.PH1.21,3,PJ21.PH1,1
July,2021,p,5.PH1.21,3,PJ21.PH1,1
July,2021,p,6.PH1.21,,PJ21.PH1,
July,2021,p,7.PH1.21,,PJ21.PH1,
July,2021,p,1.PH1.21*,,PJ21.PH1,
July,2021,p,2.PH1.21*,,PJ21.PH1,
July,2021,p,3.PH1.21*,,PJ21.PH1,
July,2021,p,4.PH1.21*,,PJ21.PH1,
July,2021,p,5.PH1.21*,,PJ21.PH1,
July,2021,p,7.PH1.21*,,PJ21.PH1,
July,2021,p,2.DP5.20,5,PJ21.DP5,1
July,2021,p,3.DP5.20,3,PJ21.DP5,1
July,2021,p,4.DP5.20,4,PJ21.DP5,1
July,2021,p,6.DP5.20,3,PJ21.DP5,1
July,2021,p,7.DP5.20,2,PJ21.DP5,1
July,2021,p,8.DP5.20,2,PJ21.DP5,1
July,2021,p,1.DP5.20*,5,PJ21.DP5,1
July,2021,p,2.DP5.20*,6,PJ21.DP5,1
July,2021,p,5.DP5.20*,5,PJ21.DP5,1
July,2021,p,6.DP5.20*,4,PJ21.DP5,1
July,2021,p,1.DP5.21,5,PJ21.DP5,2
July,2021,p,2.DP5.21,5,PJ21.DP5,2
July,2021,p,3.DP5.21,4,PJ21.DP5,2
July,2021,p,4.DP5.21,6,PJ21.DP5,2
July,2021,p,5.DP5.21,5,PJ21.DP5,2
July,2021,p,6.DP5.21,2,PJ21.DP5,2
July,2021,p,7.DP5.21,5,PJ21.DP5,2
July,2021,p,1.EG1.20,6,PJ21.EG1,1
July,2021,p,4.EG1.20,2,PJ21.EG1,1
July,2021,p,5.EG1.20,6,PJ21.EG1,1
July,2021,p,6.EG1.20,6,PJ21.EG1,1
July,2021,p,7.EG1.20,6,PJ21.EG1,1
July,2021,p,2.EG1.21,5,PJ21.EG1,1
July,2021,p,3.EG1.21,5,PJ21.EG1,1
July,2021,p,4.EG1.21,4,PJ21.EG1,1
July,2021,p,5.EG1.21,5,PJ21.EG1,1
July,2021,p,4.EG1.22,4,PJ21.EG1,1
July,2021,p,1.EG4.20,6,PJ21.EG4,1
July,2021,p,2.EG4.20,4,PJ21.EG4,1
July,2021,p,3.EG4.20,4,PJ21.EG4,1
July,2021,p,4.EG4.20,5,PJ21.EG4,1
July,2021,p,5.EG4.20,4,PJ21.EG4,1
July,2021,p,6.EG4.20,5,PJ21.EG4,1
July,2021,p,7.EG4.20,6,PJ21.EG4,1
July,2021,p,8.EG4.20,2,PJ21.EG4,1
July,2021,p,1.EG4.21,6,PJ21.EG4,1
July,2021,p,2.EG4.21,5,PJ21.EG4,1
July,2021,p,3.EG4.21,6,PJ21.EG4,2
July,2021,p,4.EG4.21,6,PJ21.EG4,2
July,2021,p,5.EG4.21,6,PJ21.EG4,2
July,2021,p,6.EG4.21,4,PJ21.EG4,2
July,2021,p,7.EG4.21,4,PJ21.EG4,2
July,2021,p,1.EG4.22,4,PJ21.EG4,2
July,2021,p,2.EG4.22,3,PJ21.EG4,2
July,2021,p,3.EG4.22,5,PJ21.EG4,2
July,2021,p,4.EG4.22,4,PJ21.EG4,2
July,2021,p,5.EG4.22,5,PJ21.EG4,2
July,2021,p,6.EG4.22,4,PJ21.EG4,3
July,2021,p,7.EG4.22,3,PJ21.EG4,3
July,2021,p,1.DP4.20,3,PJ21.DP4,1
July,2021,p,2.DP4.20,5,PJ21.DP4,1
July,2021,p,3.DP4.20,4,PJ21.DP4,1
July,2021,p,6.DP4.20,4,PJ21.DP4,1
July,2021,p,7.DP4.20,4,PJ21.DP4,1
July,2021,p,8.DP4.20,3,PJ21.DP4,1
July,2021,p,1.DP4.21,2,PJ21.DP4,1
July,2021,p,3.DP4.21,3,PJ21.DP4,1
July,2021,p,4.DP4.21,4,PJ21.DP4,1
July,2021,p,6.DP4.21,5,PJ21.DP4,1
July,2021,p,7.DP4.21,,PJ21.DP4,
July,2021,p,1.DP4.22,,PJ21.DP4,
July,2021,p,2.DP4.22,,PJ21.DP4,
July,2021,p,3.DP4.22,,PJ21.DP4,
July,2021,p,4.DP4.22,,PJ21.DP4,
July,2021,p,5.DP4.22,,PJ21.DP4,
July,2021,p,7.DP4.22,,PJ21.DP4,
July,2021,p,1.AH3.20,6,PJ21.AH3,2
July,2021,p,2.AH3.20,5,PJ21.AH3,2
July,2021,p,3.AH3.20,6,PJ21.AH3,2
July,2021,p,4.AH3.20,6,PJ21.AH3,2
July,2021,p,6.AH3.20,5,PJ21.AH3,2
July,2021,p,7.AH3.20,3,PJ21.AH3,2
July,2021,p,8.AH3.20,5,PJ21.AH3,2
July,2021,p,1.AH3.21,4,PJ21.AH3,2
July,2021,p,2.AH3.21,2,PJ21.AH3,2
July,2021,p,4.AH3.21,6,PJ21.AH3,2
July,2021,p,5.AH3.21,3,PJ21.AH3,3
July,2021,p,6.AH3.21,6,PJ21.AH3,3
July,2021,p,2.AH3.21*,,PJ21.AH3,
July,2021,p,3.AH3.21*,,PJ21.AH3,
July,2021,p,5.AH3.21*,,PJ21.AH3,
July,2021,p,6.AH3.21*,,PJ21.AH3,
July,2021,p,7.AH3.21*,,PJ21.AH3,
July,2021,p,1.PR3.20,6,PJ21.PR3,2
July,2021,p,2.PR3.20,6,PJ21.PR3,2
July,2021,p,3.PR3.20,4,PJ21.PR3,2
July,2021,p,5.PR3.20,5,PJ21.PR3,2
July,2021,p,6.PR3.20,3,PJ21.PR3,2
July,2021,p,8.PR3.20,4,PJ21.PR3,2
July,2021,p,1.PR3.21,6,PJ21.PR3,2
July,2021,p,2.PR3.21,5,PJ21.PR3,2
July,2021,p,3.PR3.21,4,PJ21.PR3,2
July,2021,p,4.PR3.21,5,PJ21.PR3,2
July,2021,p,6.PR3.21,6,PJ21.PR3,3
July,2021,p,7.PR3.21,4,PJ21.PR3,3
July,2021,p,1.PR3.22,5,PJ21.PR3,3
July,2021,p,2.PR3.22,,PJ21.PR3,
July,2021,p,4.PR3.22,,PJ21.PR3,
July,2021,p,6.PR3.22,,PJ21.PR3,
July,2021,p,7.PR3.22,,PJ21.PR3,
July,2021,p,1.AH1.20,5,PJ21.AH1,1
July,2021,p,2.AH1.20,6,PJ21.AH1,1
July,2021,p,3.AH1.20,6,PJ21.AH1,1
July,2021,p,4.AH1.20,6,PJ21.AH1,1
July,2021,p,5.AH1.20,6,PJ21.AH1,1
July,2021,p,6.AH1.20,5,PJ21.AH1,1
July,2021,p,8.AH1.20,6,PJ21.AH1,1
July,2021,p,1.AH1.20*,5,PJ21.AH1,1
July,2021,p,3.AH1.20*,4,PJ21.AH1,1
July,2021,p,4.AH1.20*,3,PJ21.AH1,1
July,2021,p,5.AH1.20*,5,PJ21.AH1,2
July,2021,p,6.AH1.20*,4,PJ21.AH1,2
July,2021,p,7.AH1.20*,4,PJ21.AH1,2
July,2021,p,2.AH1.22,6,PJ21.AH1,2
July,2021,p,3.AH1.22,6,PJ21.AH1,2
July,2021,p,4.AH1.22,6,PJ21.AH1,2
July,2021,p,5.AH1.22,5,PJ21.AH1,2
July,2021,p,6.AH1.22,5,PJ21.AH1,2
July,2021,p,7.AH1.22,4,PJ21.AH1,2
July,2021,p,1.AH2.20,5,PJ21.AH2,1
July,2021,p,2.AH2.20,4,PJ21.AH2,1
July,2021,p,3.AH2.20,4,PJ21.AH2,1
July,2021,p,4.AH2.20,5,PJ21.AH2,1
July,2021,p,5.AH2.20,4,PJ21.AH2,1
July,2021,p,6.AH2.20,6,PJ21.AH2,1
July,2021,p,7.AH2.20,4,PJ21.AH2,1
July,2021,p,8.AH2.20,6,PJ21.AH2,1
July,2021,p,2.AH2.20*,6,PJ21.AH2,1
July,2021,p,3.AH2.20*,6,PJ21.AH2,1
July,2021,p,4.AH2.20*,4,PJ21.AH2,2
July,2021,p,5.AH2.20*,5,PJ21.AH2,2
July,2021,p,6.AH2.20*,2,PJ21.AH2,2
July,2021,p,7.AH2.20*,4,PJ21.AH2,2
July,2021,p,1.AH2.21,3,PJ21.AH2,2
July,2021,p,2.AH2.21,4,PJ21.AH2,2
July,2021,p,3.AH2.21,4,PJ21.AH2,2
July,2021,p,4.AH2.21,3,PJ21.AH2,2
July,2021,p,5.AH2.21,6,PJ21.AH2,2
July,2021,p,7.AH2.21,4,PJ21.AH2,2
July,2021,p,2.SC1.20,2,PJ21.SC1,3
July,2021,p,3.SC1.20,4,PJ21.SC1,3
July,2021,p,4.SC1.20,5,PJ21.SC1,3
July,2021,p,5.SC1.20,5,PJ21.SC1,3
July,2021,p,6.SC1.20,2,PJ21.SC1,3
July,2021,p,7.SC1.20,2,PJ21.SC1,3
July,2021,p,8.SC1.20,3,PJ21.SC1,3
July,2021,p,1.SC1.21,5,PJ21.SC1,3
July,2021,p,2.SC1.21,3,PJ21.SC1,3
July,2021,p,3.SC1.21,2,PJ21.SC1,3
July,2021,p,4.SC1.21,,PJ21.SC1,
July,2021,p,5.SC1.21,,PJ21.SC1,
July,2021,p,7.SC1.21,,PJ21.SC1,
July,2021,p,1.SC1.21*,,PJ21.SC1,
July,2021,p,2.SC1.21*,,PJ21.SC1,
July,2021,p,4.SC1.21*,,PJ21.SC1,
July,2021,p,5.SC1.21*,,PJ21.SC1,
July,2021,p,6.SC1.21*,,PJ21.SC1,
July,2021,p,7.SC1.21*,,PJ21.SC1,
July,2021,p,1.EG2.20,5,PJ21.EG2,2
July,2021,p,2.EG2.20,5,PJ21.EG2,2
July,2021,p,3.EG2.20,6,PJ21.EG2,2
July,2021,p,4.EG2.20,6,PJ21.EG2,2
July,2021,p,5.EG2.20,5,PJ21.EG2,2
July,2021,p,6.EG2.20,5,PJ21.EG2,2
July,2021,p,7.EG2.20,3,PJ21.EG2,2
July,2021,p,8.EG2.20,5,PJ21.EG2,2
July,2021,p,2.EG2.21,6,PJ21.EG2,2
July,2021,p,3.EG2.21,6,PJ21.EG2,2
July,2021,p,4.EG2.21,6,PJ21.EG2,3
July,2021,p,5.EG2.21,6,PJ21.EG2,3
July,2021,p,6.EG2.21,6,PJ21.EG2,3
July,2021,p,7.EG2.21,6,PJ21.EG2,3
July,2021,p,1.EG2.22,4,PJ21.EG2,3
July,2021,p,2.EG2.22,6,PJ21.EG2,3
July,2021,p,3.EG2.22,3,PJ21.EG2,3
July,2021,p,4.EG2.22,3,PJ21.EG2,3
July,2021,p,5.EG2.22,4,PJ21.EG2,3
July,2021,p,6.EG2.22,6,PJ21.EG2,3
July,2021,p,7.EG2.22,4,PJ21.EG2,4
July,2021,p,4.EG3.20,3,PJ21.EG3,2
July,2021,p,7.EG3.20,3,PJ21.EG3,2
July,2021,p,2.EG3.21,3,PJ21.EG3,2
July,2021,p,3.EG3.21,5,PJ21.EG3,2
July,2021,p,4.EG3.21,4,PJ21.EG3,2
July,2021,p,5.EG3.21,4,PJ21.EG3,2
July,2021,p,6.EG3.21,2,PJ21.EG3,2
July,2021,p,7.EG3.21,6,PJ21.EG3,2
July,2021,p,2.EG3.22,4,PJ21.EG3,2
July,2021,p,4.EG3.22,4,PJ21.EG3,2
July,2021,p,5.EG3.22,4,PJ21.EG3,3
July,2021,p,6.EG3.22,4,PJ21.EG3,3
July,2021,p,2.EG3.20*,,PJ21.EG3,
July,2021,p,3.EG3.20*,,PJ21.EG3,
July,2021,p,4.EG3.20*,,PJ21.EG3,
July,2021,p,5.EG3.20*,,PJ21.EG3,
July,2021,p,6.EG3.20*,,PJ21.EG3,
July,2021,p,8.EG3.20*,,PJ21.EG3,
July,2021,p,2.PR1.21,3,PJ21.PR1,2
July,2021,p,4.PR1.21,4,PJ21.PR1,2
July,2021,p,6.PR1.21,3,PJ21.PR1,2
July,2021,p,7.PR1.21,3,PJ21.PR1,2
